313347439,  -85.34
315349666,  -83.31
317351893,  -83.31
319354120,  -82.28
321356347,  -80.75
323358575,  -81.75
325360802,  -79.75
327363029,  -82.22
329365256,  -79.22
331367483,  -81.69
333369710,  -79.19
335371938,  -81.69
337374165,  -79.66
339376392,  -80.66
341378619,  -79.62
343380846,  -81.12
345383073,  -83.12
347385301,  -80.59
349387528,  -85.59
351389755,  -84.56
353391982,  -85.06
355394209,  -87.03
357396437,  -85.03
359398664,  -86.50
361400891,  -87.50
363403118,  -84.47
365405345,  -84.97
367407572,  -84.47
369409800,  -84.44
371412027,  -82.44
373414254,  -82.91
375416481,  -83.41
377418708,  -80.88
379420935,  -83.38
381423163,  -82.88
383425390,  -82.84
385427617,  -84.84
387429844,  -82.31
389432071,  -84.81
391434298,  -85.28
393436526,  -84.28
395438753,  -85.25
397440980,  -86.25
399443207,  -85.75
401445434,  -83.72
403447661,  -84.72
405449889,  -86.75
407452116,  -86.25
409454343,  -87.28
411456570,  -87.28
413458797,  -86.31
415461024,  -87.31
417463252,  -88.84
419465479,  -86.84
421467706,  -88.38
423469933,  -87.88
425472160,  -88.41
427474388,  -88.41
429476615,  -78.94
431478842,  -88.94
433481069,  -88.97
435483296,  -90.00
437485523,  -87.00
439487751,  -89.00
441489978,  -85.53
443492205,  -87.03
445494432,  -87.06
447496659,  -88.56
449498886,  -86.59
451501114,  -87.09
453503341,  -88.12
455505568,  -88.12
457507795,  -91.16
459510022,  -86.66
461512249,  -88.69
463514477,  -87.69
465516704,  -88.22
467518931,  -89.25
469521158,  -88.25
471523385,  -87.75
473525612,  -87.78
475527840,  -87.28
477530067,  -89.31
479532294,  -87.31
481534521,  -87.84
483536748,  -89.84
485538976,  -86.88
487541203,  -86.38
489543430,  -89.41
491545657,  -87.41
493547884,  -87.94
495550111,  -89.94
497552339,  -86.97
499554566,  -88.47
501556793,  -88.50
503559020,  -90.50
505561247,  -87.03
507563474,  -87.53
509565702,  -85.06
511567929,  -84.06
513570156,  -83.59
515572383,  -83.59
517574610,  -83.12
519576837,  -88.62
521579065,  -88.66
523581292,  -88.66
525583519,  -88.66
527585746,  -91.62
529587973,  -91.62
531590200,  -89.62
533592428,  -83.59
535594655,  -81.09
537596882,  -79.59
539599109,  -83.56
541601336,  -84.06
543603563,  -89.06
545605791,  -90.03
547608018,  -90.03
549610245,  -89.53
551612472,  -84.50
553614699,  -84.00
555616927,  -83.50
557619154,  -86.50
559621381,  -91.97
561623608,  -88.47
563625835,  -89.94
565628062,  -88.94
567630290,  -89.44
569632517,  -90.44
571634744,  -88.41
573636971,  -90.91
575639198,  -89.38
577641425,  -92.38
579643653,  -90.88
581645880,  -90.38
583648107,  -89.84
585650334,  -90.84
587652561,  -89.34
589654788,  -91.31
591657016,  -90.81
593659243,  -89.31
595661470,  -89.78
597663697,  -89.28
599665924,  -90.78
601668151,  -91.25
603670379,  -91.25
605672606,  -90.75
607674833,  -88.25
609677060,  -90.25
611679287,  -90.75
613681514,  -89.75
615683742,  -92.28
617685969,  -90.28
619688196,  -89.28
621690423,  -89.78
623692650,  -89.78
625694878,  -89.78
627697105,  -90.78
629699332,  -90.31
631701559,  -91.31
633703786,  -87.31
635706013,  -90.31
637708241,  -89.81
639710468,  -89.31
641712695,  -89.81
643714922,  -87.31
645717149,  -88.84
647719376,  -87.34
649721604,  -90.34
651723831,  -88.84
653726058,  -87.34
655728285,  -90.84
657730512,  -89.34
659732739,  -89.88
661734967,  -89.38
663737194,  -90.84
665739421,  -91.31
667741648,  -90.78
669743875,  -91.25
671746102,  -89.72
673748330,  -90.19
675750557,  -90.16
677752784,  -89.66
679755011,  -90.12
681757238,  -91.06
683759465,  -88.56
685761693,  -89.53
687763920,  -88.47
689766147,  -89.47
691768374,  -88.44
693770601,  -87.91
695772829,  -85.38
697775056,  -87.84
699777283,  -84.81
701779510,  -85.06
703781737,  -92.06
705783964,  -90.56
707786192,  -90.56
709788419,  -91.53
711790646,  -91.53
713792873,  -91.53
715795100,  -91.00
717797327,  -93.50
719799555,  -92.00
721801782,  -90.00
723804009,  -91.50
725806236,  -91.97
727808463,  -89.97
729810690,  -90.97
731812918,  -91.44
733815145,  -90.94
735817372,  -92.44
737819599,  -92.44
739821826,  -90.41
741824053,  -91.41
743826281,  -91.41
745828508,  -90.41
747830735,  -89.38
749832962,  -91.38
751835189,  -92.38
753837416,  -92.84
755839644,  -92.34
757841871,  -91.34
759844098,  -91.34
761846325,  -91.34
763848552,  -92.81
765850780,  -92.31
767853007,  -89.31
769855234,  -91.78
771857461,  -91.28
773859688,  -91.78
775861915,  -91.78
777864143,  -91.25
779866370,  -91.75
781868597,  -91.25
783870824,  -92.25
785873051,  -92.72
787875278,  -91.22
789877506,  -89.22
791879733,  -91.72
793881960,  -91.19
795884187,  -90.19
797886414,  -91.69
799888641,  -91.19
801890869,  -91.16
803893096,  -90.16
805895323,  -92.66
807897550,  -92.66
809899777,  -91.62
811902004,  -91.12
813904232,  -91.12
815906459,  -91.59
817908686,  -89.59
819910913,  -91.09
821913140,  -88.59
823915367,  -91.56
825917595,  -92.56
827919822,  -91.06
829922049,  -90.56
831924276,  -90.06
833926503,  -90.53
835928731,  -92.53
837930958,  -91.53
839933185,  -91.03
841935412,  -90.50
843937639,  -91.00
845939866,  -91.00
847942094,  -89.97
849944321,  -89.97
851946548,  -89.47
853948775,  -90.47
855951002,  -88.94
857953229,  -90.94
859955457,  -89.94
861957684,  -89.94
863959911,  -90.91
865962138,  -89.91
867964365,  -88.41
869966592,  -91.41
871968820,  -89.88
873971047,  -89.88
875973274,  -89.88
877975501,  -88.88
879977728,  -89.34
881979955,  -88.34
883982183,  -89.84
885984410,  -89.84
887986637,  -91.31
889988864,  -88.31
891991091,  -83.81
893993318,  -79.81
895995546,  -89.78
897997773,  -88.28
900000000,  -87.78
