1000000,  -3.53
3002227,  -68.47
5004454,  -73.47
7006682,  -77.09
9008909,  -80.16
11011136,  -65.75
13013363,  -67.28
15015590,  -71.34
17017817,  -74.44
19020045,  -74.97
21022272,  -72.00
23024499,  -67.97
25026726,  -74.41
27028953,  -73.34
29031180,  -70.78
31033408,  -66.72
33035635,  -60.22
35037862,  -57.28
37040089,  -49.78
39042316,  -45.81
41044543,  -42.81
43046771,  -55.84
45048998,  -62.38
47051225,  -60.41
49053452,  -59.91
51055679,  -59.97
53057906,  -54.47
55060134,  -53.50
57062361,  -59.00
59064588,  -65.03
61066815,  -62.06
63069042,  -64.59
65071269,  -62.62
67073497,  -62.12
69075724,  -60.16
71077951,  -68.66
73080178,  -69.19
75082405,  -70.25
77084633,  -71.25
79086860,  -71.25
81089087,  -71.28
83091314,  -72.81
85093541,  -75.34
87095768,  -76.88
89097996,  -77.88
91100223,  -76.91
93102450,  -72.44
95104677,  -70.44
97106904,  -72.97
99109131,  -77.50
101111359,  -77.53
103113586,  -73.53
105115813,  -68.00
107118040,  -70.00
109120267,  -72.50
111122494,  -79.47
113124722,  -80.97
115126949,  -80.44
117129176,  -79.41
119131403,  -76.91
121133630,  -76.41
123135857,  -77.88
125138085,  -77.34
127140312,  -79.34
129142539,  -78.84
131144766,  -79.81
133146993,  -78.81
135149220,  -78.78
137151448,  -77.78
139153675,  -76.75
141155902,  -77.75
143158129,  -74.72
145160356,  -73.72
147162584,  -72.19
149164811,  -74.19
151167038,  -72.19
153169265,  -72.66
155171492,  -73.16
157173719,  -75.12
159175947,  -72.12
161178174,  -74.09
163180401,  -73.56
165182628,  -75.53
167184855,  -75.53
169187082,  -78.00
171189310,  -78.97
173191537,  -78.94
175193764,  -78.91
177195991,  -79.38
179198218,  -80.88
181200445,  -79.34
183202673,  -80.81
185204900,  -82.28
187207127,  -83.25
189209354,  -82.75
191211581,  -82.72
193213808,  -83.19
195216036,  -74.66
197218263,  -70.62
199220490,  -70.12
201222717,  -68.59
203224944,  -81.09
205227171,  -81.03
207229399,  -81.53
209231626,  -80.47
211233853,  -82.47
213236080,  -80.94
215238307,  -81.91
217240535,  -82.91
219242762,  -83.88
221244989,  -72.34
223247216,  -71.84
225249443,  -83.78
227251670,  -82.25
229253898,  -83.22
231256125,  -81.22
233258352,  -83.72
235260579,  -81.72
237262806,  -80.22
239265033,  -78.75
241267261,  -81.75
243269488,  -80.75
245271715,  -81.78
247273942,  -80.78
249276169,  -80.78
251278396,  -79.28
253280624,  -79.81
255282851,  -82.31
257285078,  -80.31
259287305,  -79.31
261289532,  -78.84
263291759,  -79.84
265293987,  -79.84
267296214,  -79.34
269298441,  -79.88
271300668,  -80.88
273302895,  -80.38
275305122,  -78.88
277307350,  -78.91
279309577,  -79.41
281311804,  -81.41
283314031,  -81.94
285316258,  -79.94
287318486,  -80.44
289320713,  -79.44
291322940,  -80.97
293325167,  -81.47
295327394,  -83.44
297329621,  -82.94
299331849,  -80.44
301334076,  -83.41
303336303,  -81.91
305338530,  -83.38
307340757,  -82.38
309342984,  -82.34
311345212,  -82.84
