2400017817,-125.500 -121.938
2400033408,-123.938 -122.000
2400048998,-125.938 -123.438
2400064588,-124.000 -122.000
2400080178,-125.500 -122.438
2400095768,-125.500 -119.938
2400111359,-124.938 -121.000
2400126949,-124.938 -120.938
2400142539,-125.438 -121.438
2400158129,-126.438 -121.438
2400173719,-125.000 -121.500
2400189310,-126.500 -123.000
2400204900,-129.938 -122.938
2400220490,-128.000 -123.000
2400236080,-129.000 -121.938
2400251670,-124.500 -122.438
2400267261,-128.000 -122.938
2400282851,-125.000 -123.000
2400298441,-129.500 -123.938
2400314031,-126.938 -122.500
2400329621,-125.938 -124.438
2400345212,-126.000 -124.000
2400360802,-123.438 -122.438
2400376392,-128.500 -122.500
2400391982,-128.438 -122.938
2400407572,-125.938 -122.938
2400423163,-125.938 -123.000
2400438753,-127.500 -123.938
2400454343,-126.000 -123.938
2400469933,-127.938 -123.938
2400485523,-126.000 -124.000
2400501114,-125.938 -123.938
2400516704,-129.438 -123.438
2400532294,-126.000 -123.938
2400547884,-128.938 -124.000
2400563474,-126.500 -124.000
2400579065,-128.938 -123.438
2400594655,-123.938 -123.500
2400610245,-120.000 -115.000
2400625835,-121.000 -116.438
2400641425,-124.500 -123.938
2400657016,-124.500 -123.938
2400672606,-130.438 -123.000
2400688196,-128.938 -124.000
2400703786,-127.500 -124.500
2400719376,-126.500 -124.438
2400734967,-130.438 -124.500
2400750557,-128.000 -123.000
2400766147,-128.438 -123.500
2400781737,-128.500 -124.500
2400797327,-127.438 -124.438
2400812918,-127.500 -123.000
2400828508,-126.938 -123.000
2400844098,-125.938 -123.438
2400859688,-126.438 -123.438
2400875278,-125.500 -122.438
2400890869,-123.438 -122.938
2400906459,-125.500 -123.000
2400922049,-125.438 -122.938
2400937639,-125.000 -123.000
2400953229,-126.000 -122.500
2400968820,-125.500 -123.000
2400984410,-126.438 -122.000
2401000000,-124.500 -122.938
